Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
05.02.2022;07:00;114,57;114,57;27,47;190,98;247,48;199,96;93,42;15,38;190,66;247,48;114,57;247,48;133,22;-;178,79;118,24
05.02.2022;08:00;115,88;115,88;24,93;214,04;298,25;211,3;97,53;24,93;198,16;298,25;140,87;271,98;140,87;-;184,31;119,58
05.02.2022;09:00;135,14;69,88;41,74;210,01;310;220;103,27;41,74;197,1;250,1;135,14;260,6;154,07;-;183,42;123,52
05.02.2022;10:00;102,51;49,99;49,99;216,43;260;149,9;107,67;49,99;198,79;238,52;131,71;233,67;131,71;-;170,28;121,74
05.02.2022;11:00;114,34;25,58;22,62;189,95;216,69;120;106,26;22,62;189,84;216,69;145;216,69;145;-;82,77;118
05.02.2022;12:00;88,77;17,5;17,5;190,15;202,65;109,9;106,02;17,5;190,07;202,65;102,57;192,87;152,06;-;53,44;114,45
05.02.2022;13:00;74,32;14,58;14,58;189;193,36;74,9;106,49;14,58;187,52;193,36;112,01;178,26;137,26;-;30;111,61
05.02.2022;14:00;69,03;14,18;14,18;174,9;190,25;80,1;107,6;14,18;190,62;190,25;128;204;148,95;-;80,83;109,97
05.02.2022;15:00;87,82;14,03;14,03;170,47;202,39;100;107,71;14,03;190,18;202,39;145;226,77;155,01;-;96,23;114,66
05.02.2022;16:00;120,12;27,49;27,49;173,95;208,56;135,6;110,09;27,49;190,7;208,56;162,76;258,69;162,76;-;100;120,13
05.02.2022;17:00;150,6;77,44;77,44;178,28;235;167;124,28;77,44;201,6;235;150,6;278,95;214,93;-;138,37;124,65
05.02.2022;18:00;146,6;67,29;67,29;223,01;262,58;179;117,34;67,29;213,96;262,58;146,6;290,91;210,92;-;115,4;124,86
05.02.2022;19:00;115,86;21,55;21,55;226,5;279,04;149,9;107,66;21,55;213,96;275,1;115,86;290,82;200,93;-;70,12;121,4
05.02.2022;20:00;106,12;14,09;14,09;220,38;247,87;119,9;107,66;14,09;205,08;247,87;138,1;269,41;155,09;-;80;116,7
05.02.2022;21:00;39,87;13,53;13,53;178,47;208,56;110;97,71;13,53;206,07;208,56;112,01;241,22;155,05;-;-13,16;112,31
05.02.2022;22:00;31,98;12,7;12,7;174,99;208,3;108,39;97,06;12,7;201,47;208,3;97,06;223;155,02;-;-10,86;111,97
05.02.2022;23:00;10,98;10,98;10,98;166,44;193,77;105,02;85,07;10,98;190,05;193,77;85,07;167,21;139,07;-;-20;108,49
06.02.2022;00:00;10,36;10,36;10,36;166;208,56;107,96;69,74;10,38;204,64;208,56;69,74;122,13;107,16;-;-30;111,52
06.02.2022;01:00;9,23;9,23;9,23;167,08;202,81;104,47;56,96;9,45;205,07;202,81;56,96;117,09;117,09;-;-25;107,93
06.02.2022;02:00;5,8;5,8;5,8;134;192,39;70;43,82;8,89;205;178;43,82;138,05;92,66;-;-30;98,27
06.02.2022;03:00;0,17;0,17;0,17;77,44;190,87;12;40,71;9,05;200,2;178;40,71;140,99;91,12;-;-4,71;92,91
06.02.2022;04:00;1,38;1,38;1,38;48,99;190,87;21,66;39,02;9,55;200,09;190,87;39,02;157,33;72,78;-;18,65;75,62
06.02.2022;05:00;7,45;7,45;7,45;27,2;196;7,45;42,71;9,93;200,13;196;42,71;167,52;75,2;-;-10;85,38
06.02.2022;06:00;0,12;9,28;9,28;71,03;206,89;36;56,42;9,28;200,11;206,89;56,42;203;120,75;-;34,92;99,47
06.02.2022;07:00;4,2;10,11;10,11;94,34;208,56;68;70;10,11;202,3;208,56;70;208,56;123,87;-;-21,36;104,45
06.02.2022;08:00;10,84;10,84;10,84;88,68;210;104,09;86,31;10,84;200,02;210;86,31;201,02;139,01;-;18,88;108,16
06.02.2022;09:00;12,36;12,36;12,36;162,33;208,65;119,9;102,53;12,36;200,74;208,65;102,53;188,79;155,06;-;47,25;115,45
06.02.2022;10:00;13,75;13,75;13,75;178,75;206,89;130;111,67;13,75;200,29;206,89;118;197,69;197,69;-;66,34;119,24
06.02.2022;11:00;20,68;20,68;20,68;177,51;208;190;118,75;20,19;199,8;208;125;208;208;-;118,11;119,63
06.02.2022;12:00;85,2;84,52;27,18;179,89;198,82;198;121,67;23,79;194,67;198,82;121,67;163,86;148,91;-;117,23;118,6
06.02.2022;13:00;90,23;90,23;90,23;167,14;189,37;184;120;24,23;184,92;189,37;120;153,83;124,22;-;103,65;118,51
06.02.2022;14:00;70,05;70,05;70,05;136,4;190,33;149,9;119,12;24,25;187,7;190,33;119,12;168,89;152,01;-;118,59;120,1
06.02.2022;15:00;70,02;70,02;70,02;124,16;197,12;148,98;119,6;34,17;199,09;197,12;119,6;180,04;155,08;-;120,76;120,34
06.02.2022;16:00;94,93;94,93;94,93;144,12;208,3;129,9;125;76,54;207,14;208,3;125;189,86;184,08;-;134,97;121,89
06.02.2022;17:00;116,52;116,52;116,52;140,44;216,33;191;134,51;113,73;209,71;216,33;134,51;252,02;155;-;126,78;122,59
06.02.2022;18:00;125;125;125;194,71;250;243,11;122;122;200,06;250;125;270,44;152,01;-;111,63;126,66
06.02.2022;19:00;118,7;118,7;118,7;214,05;247,53;190,01;121;115,85;204,62;247,53;121;277,74;138,41;-;90,62;122,5
06.02.2022;20:00;102,05;102,05;102,05;134,4;216,33;149,9;118,48;99,6;199,71;216,33;118,48;244,01;132,05;-;94,2;121,67
06.02.2022;21:00;90,35;90,35;90,35;140,42;204,62;121,39;108,27;88,19;203,31;204,62;108,27;207,31;139,08;-;78,03;117,51
06.02.2022;22:00;112,47;112,47;74,61;142,67;198,9;119,9;112,47;74,61;204,81;198,9;112,47;140,01;139;-;99;116,06
06.02.2022;23:00;94,96;94,96;36,84;175,38;186,8;108,9;94,96;36,84;200,28;186,8;94,96;122,7;122,7;-;118;112,5
07.02.2022;00:00;20,04;20,04;20,04;173,29;178;108,12;75,77;20,04;162,29;178;142,27;142,27;142,27;-;113,73;111,69
07.02.2022;01:00;15,91;15,91;15,91;166,47;172;58;55,53;15,91;146,98;171;140,41;140,41;140,41;-;99,38;110
07.02.2022;02:00;14,27;14,27;14,27;168,74;168,74;14,27;48,56;14,27;142,98;140,51;140,51;140,51;140,51;-;90,97;109,9
07.02.2022;03:00;10,08;10,08;10,08;154,94;154,94;10,08;46,59;13,83;145,12;140,21;140,21;140,21;140,21;-;79,8;109,79
07.02.2022;04:00;13,8;13,8;13,8;162,45;162,45;13,8;58,92;14,13;149,31;142,24;142,24;142,24;142,24;-;85,44;109,97
07.02.2022;05:00;21;21;21;176;176;100,1;94,87;21;168,58;176;151,06;189,81;151,06;-;114,24;112,93
07.02.2022;06:00;60,9;60,9;60,9;205;205;133,2;122,83;60,9;204,79;205;216;221,63;205;-;152,16;119,72
07.02.2022;07:00;128,07;128,07;128,07;239,03;239,03;229,9;112,01;128,07;228,97;239,03;218,98;220,61;218,98;-;285;128,07
07.02.2022;08:00;130,17;130,17;130,17;261,17;261,17;272;127,51;130,17;239,24;235,1;218,96;234,53;218,96;-;281,1;130,17
07.02.2022;09:00;127,26;127,26;127,26;256;256;240,96;127,76;127,26;237,45;216,1;216,1;216,1;216,1;-;293;127,26
07.02.2022;10:00;95;95;95;238,99;238,99;179,9;125,56;95;227,27;212,92;212,92;212,92;212,92;-;275,94;123,22
07.02.2022;11:00;94,96;94,96;94,96;224,28;224,28;149,97;122,32;94,96;220,03;224,28;210,08;210,08;210,08;-;254,3;122,3
07.02.2022;12:00;70,43;70,43;70,43;213,15;213,15;121,48;124,47;70,43;209,13;207,8;207,8;207,8;207,8;-;205;117,59
07.02.2022;13:00;30,83;30,83;30,83;206,24;206,24;129,9;124,53;30,83;204,18;196,66;196,66;196,66;196,66;-;175,82;120,49
07.02.2022;14:00;22,05;22,05;22,05;200,16;204,99;155,05;124,43;22,05;210,24;204,99;204,99;204,99;204,99;-;133,71;122,35
07.02.2022;15:00;80,04;80,04;80,04;186,03;207,45;204;126,02;80,04;219,13;207,45;207,45;207,45;207,45;-;200;122,38
07.02.2022;16:00;108,08;108,08;108,08;190,15;212,68;199;127,18;108,08;218,63;212,68;210,05;210,05;210,05;-;179,73;124,54
07.02.2022;17:00;148,74;148,74;148,74;206,36;218,2;229,1;128,38;133,35;220,85;218,2;216,1;216,1;216,1;-;227,7;133,35
07.02.2022;18:00;169,94;135,15;135,15;235,78;235,78;254,4;128,35;135,15;243,65;215,25;215,25;217,33;215,25;-;274,2;135,15
07.02.2022;19:00;160,1;134,31;134,31;239,42;239,42;200;128,22;134,31;245,08;200,09;200,09;220,69;200,09;-;265,3;134,31
07.02.2022;20:00;155,01;132,09;132,09;226,8;226,8;209,9;125,02;132,09;232,99;179,41;179,41;218,38;179,41;-;207,33;132,09
07.02.2022;21:00;129,64;129,64;126,53;210,77;210,77;213,8;108,33;126,53;212,22;178;151,06;169,54;151,06;-;195,96;127,51
07.02.2022;22:00;123,16;123,16;120,21;201,3;201,3;180,1;113,25;120,21;206;201,3;143,95;158,74;143,95;-;179,07;123,27
07.02.2022;23:00;102,74;102,74;100,28;189,55;189,55;119,2;107,23;100,28;194,9;147,86;111,41;126,68;126,68;-;150,56;115,39
08.02.2022;00:00;121,96;114,49;88,92;184;184;121,8;115,43;88,92;189,65;139,23;121,96;175,74;139,23;-;153,65;117,91
08.02.2022;01:00;112,08;110,45;32,49;179,88;179,88;117,51;112,08;32,49;181,71;130,91;130,91;130,91;130,91;-;147,38;113,75
08.02.2022;02:00;107,86;107,86;16,07;174,68;174,68;107,86;107,86;16,07;177,86;126,49;126,49;126,49;126,49;-;141,4;111,31
08.02.2022;03:00;104,97;67,3;14,53;170,88;170,88;111,91;104,97;14,53;176,04;120,27;120,27;120,27;120,27;-;99;108,32
08.02.2022;04:00;104,12;56,18;13,96;177,88;177,88;104,02;108;13,96;175,5;124,69;124,69;124,69;124,69;-;141,1;107,45
08.02.2022;05:00;109,32;67,25;13,96;183,62;183,62;109,91;124,99;13,96;185,18;130,01;130,01;138,05;130,01;-;147,01;113,59
08.02.2022;06:00;134,05;84,92;15,61;190,74;206;180,2;144,98;15,61;209,37;146,02;146,02;158,72;146,02;-;143,5;121,98
08.02.2022;07:00;128,54;120,94;120,94;240,11;240,11;180,32;128,98;120,94;244,47;168,05;198;198;168,05;-;195;124,56
08.02.2022;08:00;146,16;125,55;125,55;250;251,4;219,01;133,1;94,91;251,5;178;185,98;185,98;178;-;187,3;129,3
08.02.2022;09:00;131,13;123,63;123,63;233,59;233,59;222;145,24;31,09;245,09;160,76;160,76;160,76;160,76;-;203,94;127,07
08.02.2022;10:00;120,06;120,06;120,06;211,5;211,5;190,97;128,98;20;234,23;153,39;153,39;153,39;153,39;-;213,22;123,9
08.02.2022;11:00;125,35;120,56;120,56;190,1;197,57;163,36;133,1;17,04;213,64;158,05;149,25;149,25;149,25;-;178,29;124,16
08.02.2022;12:00;122,14;119,48;119,48;185,84;185,84;146;138,47;15,93;206,21;146,01;146,01;146,01;146,01;-;156,33;123,05
08.02.2022;13:00;119,41;118,94;118,94;182,44;185,61;154,81;138,46;15,26;200,84;146,01;146,01;146,01;146,01;-;169,16;122,49
08.02.2022;14:00;123,95;118,51;118,51;179,41;191,5;173,73;128,98;14,72;201,86;152,06;152,06;152,06;152,06;-;170,51;122,05
08.02.2022;15:00;149;98,21;98,21;178,62;197,99;200;131,36;14,95;214,52;158,59;158,59;158,73;158,59;-;176,86;125,65
08.02.2022;16:00;161,94;117,43;117,43;184,1;208,28;194,63;128,29;22,01;224,99;169,96;169,96;202;169,96;-;192,54;129,39
08.02.2022;17:00;196,98;151,79;151,79;211,47;219,74;220,5;138,45;115,37;232,24;201,71;201,71;248,27;201,71;-;219,06;130,95
08.02.2022;18:00;209,56;151,7;151,7;240;243,8;245,05;133,1;109,27;245,33;219,55;219,54;262,37;219,54;-;258,28;131,73
08.02.2022;19:00;199,95;135,42;135,42;249,49;249,49;219,09;128,98;30,71;248,76;212,97;212,97;260;212,97;-;208;131,49
08.02.2022;20:00;182,94;135,1;135,1;239,01;239,01;174,9;127,87;19,98;232,52;197,17;197,17;252,39;197,17;-;203,74;131,18
08.02.2022;21:00;139,82;135,93;135,93;214,5;214,5;172,43;114,1;13,78;217,15;172;139,82;220,04;162,23;-;200;129,86
08.02.2022;22:00;132,71;120,41;31,22;208,28;208,28;170,5;114,45;31,22;210,13;178;132,71;208,28;153,72;-;177,44;126,2
08.02.2022;23:00;123,39;118,93;26,7;200,57;200,57;126,53;115,33;12,93;194,19;172;123,39;188,37;144,72;-;162,61;122,48
09.02.2022;00:00;115,08;113,23;25,01;195;195;120,46;106,03;25,01;204,78;171;115,08;144,9;144,9;-;156,49;116,61
09.02.2022;01:00;114,87;111,58;20,19;187,38;187,38;112,88;98,12;16,14;198,56;171;114,87;142,89;139,32;-;150,38;114,91
09.02.2022;02:00;118,79;111,85;35,06;185;185;119;93,32;12,31;198,36;166;118,79;142,9;142,9;-;151,16;115,19
09.02.2022;03:00;109,58;108,91;108,91;183,44;183,85;108,91;101,66;12,29;199,22;145,07;109,58;145,56;145,07;-;145,46;112,16
09.02.2022;04:00;116,95;110,04;110,04;182,59;185;111,52;105,79;15,49;199,94;166;116,95;170,06;133,08;-;149,28;113,33
09.02.2022;05:00;119,34;112,45;112,45;182,65;191,07;118,98;119,34;25;203,64;191,07;119,34;191,07;134,87;-;150,47;115,81
09.02.2022;06:00;139,38;119,47;119,47;200,23;218;130,18;144,14;25,01;226,95;218;154,4;236,92;154,4;-;165,1;123,03
09.02.2022;07:00;177,16;124,9;124,9;237,91;237,91;199;143,04;124,9;238,5;237,91;195,99;250,05;195,99;-;212,33;125,36
09.02.2022;08:00;180,64;127,11;127,11;248,83;255;188,3;150,59;127,11;250,99;255;202,21;255;202,21;-;215,47;127,11
09.02.2022;09:00;179,5;119,76;119,76;235,8;235,8;200;148,04;119,76;235,06;235,8;195,97;227,93;195,97;-;227,3;125,99
09.02.2022;10:00;127,06;118,94;118,94;220,45;220,45;179,9;144,8;118,94;225,38;220,45;190;207,07;190;-;184,1;123,63
09.02.2022;11:00;122,01;116,84;116,84;202,96;205,99;180,1;144,69;90,07;215,7;205,99;190,04;190,04;190,04;-;176,81;120,33
09.02.2022;12:00;123,35;116,06;116,06;192,45;192,45;174,36;141,41;73,58;204,43;192,45;187,91;187,91;187,91;-;170,56;119,52
09.02.2022;13:00;136,91;116,52;116,52;188,05;191,11;180,04;140,37;35;202,31;191,11;167,83;167,83;167,83;-;173,44;120
09.02.2022;14:00;149,42;116,41;116,41;183,44;197,57;182,1;137,44;14,09;202,64;197,57;187,73;187,73;187,73;-;174,91;119,89
09.02.2022;15:00;179,92;116,57;116,57;188,1;212;180,1;134,99;13,82;220,05;212;190,1;212;190,1;-;183,81;120,05
09.02.2022;16:00;189,95;115,38;115,38;189,95;233,41;189,95;134,92;115,38;220,08;233,41;190,1;230,15;190,1;-;189,95;122,57
09.02.2022;17:00;219;125,2;125,2;219;261,34;219;141,7;125,2;227,76;261,34;219;261,34;219;-;219;125,2
09.02.2022;18:00;249,12;126,16;126,16;249,12;307,25;249,12;143,04;126,16;249,64;307,25;249,12;307,25;249,12;-;249,12;126,16
09.02.2022;19:00;257,28;120,67;120,67;257,28;301,69;257,28;138,67;66,48;253,8;301,69;257,28;301,69;257,28;-;257,28;124,28
09.02.2022;20:00;231,79;120,04;120,04;243,95;246;219,05;127,82;34,72;245,04;246;231,79;246;234,59;-;250;123,63
09.02.2022;21:00;215,81;118,61;118,61;224,54;224,54;206,99;107,95;12,94;226,88;224,54;215,81;224,54;217,9;-;221,29;122,15
09.02.2022;22:00;211,79;116,8;35,04;217,74;217,74;206,7;112,22;30,18;216,93;217,74;211,79;221,64;213,11;-;215,47;120,29
09.02.2022;23:00;196,7;115,78;103,95;207;208,3;185,86;107,18;11,74;207,57;208,3;196,7;208,81;198,95;-;213;119,24
10.02.2022;00:00;200,46;124,05;124,05;200,99;200,99;199,9;101,4;11,76;200,03;200,99;200,46;200,99;200,57;-;200,78;117,23
10.02.2022;01:00;192,61;120,33;120,33;192,61;192,61;192,61;99,82;11,56;192,04;192,61;192,61;192,61;192,61;-;192,61;116,84
10.02.2022;02:00;185,1;121;121;185,1;185,1;185,1;99,79;11,49;186,29;185,1;185,1;185,1;185,1;-;185,1;117,49
10.02.2022;03:00;172,23;121,94;121,94;172,23;184,27;172,23;101,92;11,39;187,31;184,27;172,23;172,23;172,23;-;172,23;118,4
10.02.2022;04:00;172,91;122,32;122,32;172,91;188,08;172,91;102,96;11,6;185,16;188,08;172,91;175,08;172,91;-;172,91;118,77
10.02.2022;05:00;174,88;120,24;120,24;174,88;202;174,88;117,09;12,16;197,85;202;174,88;207,96;174,88;-;174,88;120,75
10.02.2022;06:00;203,67;132,18;132,18;203,2;214,2;184,3;147,31;24,48;220,77;214,2;203,67;234,73;203,67;-;202,89;124,34
10.02.2022;07:00;233,46;159,87;159,87;233,46;238,52;233,46;138,25;91,33;239,02;238,52;233,46;250,27;233,46;-;233,46;128,19
10.02.2022;08:00;240,32;157,31;157,31;240,32;255;240,32;152,29;104,36;247,27;255;240,32;255;240,32;-;240,32;128,77
10.02.2022;09:00;225,56;132,45;132,45;230,16;230,16;219,08;148,99;92,31;238,18;226,71;225,56;226,71;226,71;-;232,64;128,61
10.02.2022;10:00;199,99;132,05;132,05;216,24;216,24;180,1;139,55;90,07;222,14;204,11;199,99;204,11;204,11;-;230;128,22
10.02.2022;11:00;193,67;137,32;137,32;206,55;206,9;205;140,54;44,25;213,34;206,9;193,67;197,53;197,53;-;215,81;125,28
10.02.2022;12:00;169,97;119,42;119,42;193,23;193,23;195;143,32;38,89;197,16;193,23;169,97;187,24;177,2;-;209,59;124,02
10.02.2022;13:00;167,9;119,37;119,37;180,14;186;165;144,58;32,27;194,81;186;167,9;180,05;171,23;-;190;122,93
10.02.2022;14:00;176,35;119,29;119,29;177,45;196,78;174,84;144,57;43,13;198,06;196,78;176,35;196,78;176,62;-;178,4;122,85
10.02.2022;15:00;184,55;109,97;109,97;184,55;205,92;184,55;144,58;55,05;201,03;205,92;184,55;214,54;184,55;-;184,55;123,78
10.02.2022;16:00;195,98;110,85;110,85;195,98;224,69;195,98;137,92;73,5;220,03;224,69;195,98;224,69;195,98;-;195,98;125,12
10.02.2022;17:00;215,77;154,16;154,16;215,77;236,34;215,77;145,95;128,64;224,55;236,34;215,77;265,99;215,77;-;215,77;128,64
10.02.2022;18:00;229,58;154,13;154,13;238;261,7;219,06;148,69;129;243,51;261,7;229,58;283,54;231,62;-;243,23;129
10.02.2022;19:00;212,49;144,54;144,54;248,01;258,09;170,38;142,18;102,24;245,16;258,09;212,49;271,41;221,01;-;260;128,71
10.02.2022;20:00;187,28;132,53;132,53;235,01;235,01;169,9;142,35;51,99;235,09;235,01;187,28;246,48;198,94;-;210;128,68
10.02.2022;21:00;179,37;128,9;128,9;215,66;215,66;183;131,53;53,75;209,87;190,1;179,37;215,66;190,1;-;183;125,16
10.02.2022;22:00;176,91;128,08;128,08;209,99;209,99;160,1;148,4;64,08;200,57;209,99;176,91;210,06;184,04;-;178,4;124,36
10.02.2022;23:00;136,66;125,79;125,79;195,71;195,71;131,9;136,66;32,15;192,67;180,1;136,66;174,37;152,74;-;167,28;122,15
11.02.2022;00:00;180,01;173,28;173,28;196,17;196,17;173,28;118,7;25,43;193,05;196,17;180,01;183,59;183,59;-;171,86;123,35
11.02.2022;01:00;176,73;175,84;175,84;178,85;186,7;175,84;115,05;31,62;190,63;185,99;176,73;177,2;177,2;-;175,65;123,31
11.02.2022;02:00;168,87;168,54;168,54;175,05;184;168,54;110,88;43,02;186,01;184;168,87;170,57;170,57;-;171,81;123,06
11.02.2022;03:00;164,09;163,94;163,94;167,2;184,22;163,94;106,26;51,96;185,25;178;164,09;164,94;164,94;-;165,57;122,85
11.02.2022;04:00;165;165;165;165;186,49;165;109,45;60,07;183,26;185,92;165;171,26;165;-;165;123,2
11.02.2022;05:00;171,3;171,3;171,3;171,3;196,17;171,3;127,04;110;188,23;196,17;171,3;220,02;171,3;-;171,3;124,43
11.02.2022;06:00;196,95;196,95;196,95;196,95;214,45;196,95;150,46;126,27;215,85;214,45;196,95;229,08;196,95;-;196,95;126,27
11.02.2022;07:00;221,46;220,7;220,7;227,13;234,96;220,7;143,55;143,55;236,26;234,96;221,46;256,9;223,6;-;223,85;133,44
11.02.2022;08:00;221,78;218,61;218,61;245,39;247;218,61;179,29;191,32;249,73;247;221,78;247;230,7;-;231,75;149,93
11.02.2022;09:00;179,53;170,12;170,12;242,69;242,69;170,12;179,53;170,12;241,2;242,69;179,53;203,99;203,99;-;206,03;153,22
11.02.2022;10:00;151,36;137,36;137,36;238,96;238,96;137,73;151,36;137,36;228,77;238,96;151,36;185,28;185,28;-;188,12;133,33
11.02.2022;11:00;135,02;122,46;126,12;236,96;236,96;122,09;145,49;126,12;224,07;236,96;145,49;173,12;173,12;-;178,6;126,12
11.02.2022;12:00;128,35;124,37;124,37;219,8;219,8;124,06;139,8;124,37;203,55;219,8;162,28;162,28;162,28;-;169,13;124,37
11.02.2022;13:00;133,68;124,59;124,59;201,99;201,99;124,9;139,02;124,59;191,59;201,99;159,26;161,68;159,26;-;162,5;124,59
11.02.2022;14:00;140,61;125,35;125,35;193,11;201;134;139,23;125,35;198,34;201;140,61;194,49;160,29;-;162,77;125,35
11.02.2022;15:00;168,15;125,28;125,28;172,54;209,94;167,6;138,22;125,28;203,89;209,94;168,15;209,94;169,79;-;170;125,28
11.02.2022;16:00;191,92;138,69;138,69;191,92;227,84;191,92;131,66;127,4;220,52;227,84;191,92;232,64;191,92;-;191,92;127,4
11.02.2022;17:00;220,57;220,57;220,57;220,57;259,1;220,57;131,66;129,42;223,06;259,1;220,57;268,43;220,57;-;220,57;129,42
11.02.2022;18:00;243,35;243,35;243,35;243,35;294;243,35;137,42;137,42;241,98;294;243,35;298;243,35;-;243,35;128,67
11.02.2022;19:00;241,18;241,18;241,18;241,18;289;241,18;138,57;125,94;241,03;289;241,18;283,44;241,18;-;241,18;125,94
11.02.2022;20:00;221,31;221,31;221,31;221,31;234,84;221,31;137,4;101,65;234,47;234,84;221,31;234,84;221,31;-;221,31;125,35
11.02.2022;21:00;213,13;212,8;212,8;216;216;212,8;113,23;82,67;215,4;216;213,13;220,05;213,92;-;213,3;124,62
11.02.2022;22:00;205,48;205,44;205,44;205,79;205,79;205,44;119,42;73,46;206,1;205,79;205,48;214,76;205,56;-;205,49;123,29
11.02.2022;23:00;190,1;180,94;180,94;197,89;197,89;189,15;122,59;37,77;197;192,19;190,1;196,4;192,19;-;190,47;122,18
12.02.2022;00:00;195,91;190,85;190,85;195,91;195,91;195,91;112,06;24,99;202,05;195,91;195,91;211,83;195,91;-;195,91;118,3
12.02.2022;01:00;187,2;143,55;143,55;187,2;187,2;187,2;108,85;24,43;192,03;187,2;187,2;189,61;187,2;-;187,2;117,86
12.02.2022;02:00;184,89;119,88;119,88;184,89;184,89;184,89;104,8;15,94;188,52;184,89;184,89;184,89;184,89;-;184,89;116,4
12.02.2022;03:00;170,24;126,34;126,34;170,24;170,24;170,24;105,07;11,24;184,1;170,24;170,24;170,24;170,24;-;170,24;114,94
12.02.2022;04:00;166;108,21;108,21;166;167,56;166;116,08;14,21;182,34;166;166;166;166;-;166;112,81
12.02.2022;05:00;162,45;108,59;108,59;168,38;168,38;158,2;123,18;11,17;186,66;163,46;162,45;163,46;163,46;-;155;111,83
12.02.2022;06:00;160,64;108,85;108,85;184,74;184,74;161,1;123,59;10,73;192,7;178;160,64;165,91;165,75;-;145,49;112,1
12.02.2022;07:00;162,56;110,77;110,77;207,43;207,43;150;127,31;20,09;195,88;175,43;162,56;175,43;175,43;-;179,23;114,08
12.02.2022;08:00;157,24;111,44;111,44;210,89;210,89;191,2;157,24;36,96;213,24;171,46;157,24;171,46;171,46;-;188,04;114,77
12.02.2022;09:00;121,8;111,81;111,81;211,17;211,17;211,9;121,8;41,64;210,89;149,21;121,8;145,04;145,04;-;180,38;115,15
12.02.2022;10:00;115,76;109,25;109,25;203,23;203,23;115,88;120,7;36,59;195,07;130,06;115,76;130,06;130,06;-;158,36;112,17
12.02.2022;11:00;121,27;106,16;106,16;184,74;184,74;106,16;121,27;36,23;185,07;163,8;121,27;130,35;130,35;-;105,1;109,67
12.02.2022;12:00;97,47;88,42;88,42;179,99;179,99;112,28;115,46;31,14;181,79;178;111,83;145,01;145,01;-;37,16;108,69
12.02.2022;13:00;87,12;76,95;76,95;171;171;107,56;109,03;24,44;174,67;171;109,03;142,64;142,64;-;51,36;104,12
12.02.2022;14:00;89,83;86,98;86,98;168,39;168,39;95,77;115,34;20,27;175,04;168,39;115,34;138,05;138,05;-;126,04;105,7
12.02.2022;15:00;116,85;106,73;106,73;166,79;169,05;160;116,85;30,03;184,72;169,05;116,85;161,88;144,93;-;104;109,92
12.02.2022;16:00;171,56;104,32;104,32;171,56;184,4;171,56;171,56;55,78;191,81;184,4;171,56;171,56;171,56;-;171,56;113,03
12.02.2022;17:00;194,89;118,02;118,02;194,89;194,89;194,89;194,89;115,95;208,23;194,89;194,89;199,95;194,89;-;194,89;115,95
12.02.2022;18:00;191,8;115,46;115,46;212,52;215;222;188,15;115,46;215,01;215;191,8;235,75;196,96;-;198,45;115,46
12.02.2022;19:00;140,88;105,98;105,98;231,55;231,55;199,97;148,81;75,09;223,94;231,55;148,81;215,94;161,7;-;125,32;112,59
12.02.2022;20:00;121,12;108,09;84,48;213;213;218;121,12;23,55;215,76;213;121,12;196,64;145,06;-;132,97;111,32
12.02.2022;21:00;104,74;95,78;95,78;202,14;202,14;160;115,06;14,53;201,89;202,14;104,74;215,95;144,94;-;170,46;107,81
12.02.2022;22:00;109,29;79,64;40,09;201,76;199,67;157,5;108,8;13,34;193,58;199,67;109,29;161,92;145,01;-;170,5;106,64
12.02.2022;23:00;101,7;68,78;20,09;193,94;190,37;140;100,73;12,75;189,43;190,37;101,7;161,88;134,07;-;156,19;104,95
13.02.2022;00:00;88,07;85,83;12,44;196,9;196,9;180;84,63;12,44;190,83;131;88,07;145,48;131;-;163,24;102,52
13.02.2022;01:00;98,65;89,06;12,03;186,52;186,52;170;71,87;12,03;181,85;125;98,65;138,05;119,92;-;156,6;101,81
13.02.2022;02:00;99,78;84,23;11,46;184,3;184,3;148;61,81;11,46;174,11;152;99,78;115,57;115,57;-;100;102,98
13.02.2022;03:00;99,14;99,14;11,12;162,15;175,76;148;54,86;11,12;172,15;152;99,14;110,72;110,72;-;91,53;102,31
13.02.2022;04:00;104,22;100,55;10,96;149,9;173,06;162,42;59,55;10,96;170,44;152;104,22;112,52;112,52;-;95,89;103,55
13.02.2022;05:00;99,91;99,91;11,03;169,4;178,54;149,2;61,84;11,03;171,7;169,95;99,91;138,05;124,95;-;68,2;102,89
13.02.2022;06:00;93,99;93,99;10,81;170,3;189,33;168,88;67,5;10,81;187,18;189,33;93,99;129,09;129,09;-;78;100,04
13.02.2022;07:00;88,55;88,55;31,19;191,08;199,95;147,92;70,22;10,24;185,89;196,7;88,55;138,05;138,05;-;149,29;100,21
13.02.2022;08:00;88,06;88,06;36,22;169,5;192;149,9;79,57;11,11;184,44;192;88,06;138,05;138,05;-;140,22;102,17
13.02.2022;09:00;60;60;11,78;169,8;191,69;134;83,7;11,78;181,2;191,69;60;142,03;142,03;-;25,55;103,13
